id,domain,key,route,value,unit,basis,source_ref,valid_from,uncertainty_pct
267,ippu,ethylene_oxide_production_oxygen_process_without_thermal_aba,,50470.000000,kgCO2e/t,"Ethylene Oxide Production, Oxygen Process without thermal Abatement, Catalyst Selectivity (85 %) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
268,ippu,ethylene_production_propane_feedstock,,1434.000000,kgCO2e/t,"Ethylene Production, Propane feedstock | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the production of the fuel. | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
269,ippu,operation_af_electric_arc_furnance_eaf,,80.000000,kgCO2e/t,"Operation af Electric Arc Furnance (EAF) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl:  | excl: As per pg 4.24 of IPCC 2006- Vol3 Chap 4 (Metal Industry), ""CH4 may be emitted from steel–making processes as well, however those emissions are assumed to be negligible. Therefore CH4 emissions from ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
270,ippu,operation_of_basic_oxygen_furnace_bof,,1460.000000,kgCO2e/t,"Operation of Basic Oxygen Furnace (BOF) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl:  | excl: As per pg 4.24 of IPCC 2006- Vol3 Chap 4 (Metal Industry), ""CH4 may be emitted from steel–making processes as well, however those emissions are assumed to be negligible. Therefore CH4 emissions from s","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
271,ippu,ethylene_oxide_production_air_process_with_thermal_abatement,,22783.000000,kgCO2e/t,"Ethylene Oxide Production, Air Process with thermal Abatement, Catalyst Selectivity (75 %) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
272,ippu,production_of_direct_reduced_iron,,2.044000,kgCO2e/t,"Production of Direct Reduced Iron | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). For the purposes of Tier 1 emission calculations, it is assumed that the default fuel for production of Direct Reduced Iron is natural gas. | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
273,ippu,ethylene_oxide_production_air_process_with_thermal_abatement,,22983.000000,kgCO2e/t,"Ethylene Oxide Production, Air Process with thermal Abatement, Catalyst Selectivity (70 %, Default) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
274,ippu,flaring_in_heavy_oil_cold_bitumen_production,,35486.950000,kgCO2e/m3,Flaring in Heavy Oil /Cold Bitumen Production | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the flaring of oil/bitumen during the oil/bitumen production. | excl: Excludes emissions from the production of oil/bitumen.,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
275,ippu,flaring_in_sweet_gas_production,,2553.810000,kgCO2e/m3,Flaring in Sweet Gas Production | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the flaring of gas during the gas production. | excl: Excludes emissions from the production of gas.,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
276,ippu,ethylene_production_butane_feedstock,,1434.000000,kgCO2e/t,"Ethylene Production, Butane feedstock | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the production of the fuel. | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
277,ippu,ethylene_production_naphtha_feedstock,,2334.000000,kgCO2e/t,"Ethylene Production, Naphtha feedstock | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the production of the fuel. | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
278,ippu,production_of_pellet,,30.000000,kgCO2e/t,Production of Pellet | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl:  | excl: ,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
279,ippu,ethylene_oxide_production_oxygen_process_with_thermal_abatem,,22783.000000,kgCO2e/t,"Ethylene Oxide Production, Oxygen Process with thermal Abatement, Catalyst Selectivity (75 %, Default) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
280,ippu,production_of_iron,,1350.002800,kgCO2e/t,Production of Iron | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl:  | excl: ,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
281,ippu,flaring_in_gas_production,,1635.685000,kgCO2e/m3,Flaring in Gas Production | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the flaring of gas during the gas production. | excl: Excludes emissions from the production of gas.,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
282,ippu,operation_hf_open_hearth_furnace_ohf,,1720.000000,kgCO2e/t,"Operation hf Open Hearth Furnace (OHF) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl:  | excl: As per pg 4.24 of IPCC 2006- Vol3 Chap 4 (Metal Industry), ""CH4 may be emitted from steel–making processes as well, however those emissions are assumed to be negligible. Therefore CH4 emissions from st","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
283,ippu,flaring_in_thermal_oil_production,,37703.450000,kgCO2e/m3,Flaring in Thermal Oil Production | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the flaring of oil during the oil production. | excl: Excludes emissions from the production of oil.,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
284,ippu,ethylene_production_gas_oil_feedstock,,3064.000000,kgCO2e/t,"Ethylene Production, Gas Oil feedstock | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the production of the fuel. | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
285,ippu,ethylene_oxide_production_oxygen_process_without_thermal_aba,,50783.000000,kgCO2e/t,"Ethylene Oxide Production, Oxygen Process without thermal Abatement, Catalyst Selectivity (75 %, Default) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
286,ippu,flaring_in_sour_gas_production,,5012.010000,kgCO2e/m3,Flaring in Sour Gas Production | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the flaring of gas during the gas production. | excl: Excludes emissions from the production of gas.,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
287,ippu,production_of_sinter,,201.960000,kgCO2e/t,Production of Sinter | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl:  | excl: ,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
288,ippu,ethylene_oxide_production_air_process_without_thermal_abatem,,50783.000000,kgCO2e/t,"Ethylene Oxide Production, Air Process without thermal Abatement, Catalyst Selectivity (75 %) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
317,waste,food,WtE,0.569794,kgCO2e/kg,"Incineration of food waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
289,ippu,ethylene_oxide_production_oxygen_process_without_thermal_aba,,50620.000000,kgCO2e/t,"Ethylene Oxide Production, Oxygen Process without thermal Abatement, Catalyst Selectivity (80 %) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
290,ippu,ethylene_oxide_production_air_process_without_thermal_abatem,,50620.000000,kgCO2e/t,"Ethylene Oxide Production, Air Process without thermal Abatement, Catalyst Selectivity (80 %) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
291,ippu,ethylene_oxide_production_oxygen_process_with_thermal_abatem,,22470.000000,kgCO2e/t,"Ethylene Oxide Production, Oxygen Process with thermal Abatement, Catalyst Selectivity (85 %) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
292,ippu,ethylene_production_ethane_feedstock,,1408.000000,kgCO2e/t,"Ethylene Production, Ethane feedstock | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the production of the fuel. | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
293,ippu,ethylene_oxide_production_air_process_with_thermal_abatement,,22620.000000,kgCO2e/t,"Ethylene Oxide Production, Air Process with thermal Abatement, Catalyst Selectivity (80 %) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
294,ippu,ethylene_oxide_production_oxygen_process_with_thermal_abatem,,22620.000000,kgCO2e/t,"Ethylene Oxide Production, Oxygen Process with thermal Abatement, Catalyst Selectivity (80 %) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
295,ict,virtual_machine_memory_optimized,,0.019852,kgCO2e/Instance-hour,"Virtual Machine - Memory Optimized | Represents the emission factor associated with the use of virtual machines designed to provide high performance for workloads that require large datasets to be processed directly in memory. These instances are well suited for in-memory databases, large-scale data analytics, and enterprise applications that depend on low-latency access to data. The value is repr",SEFR (netzerohub.sg) | Infocomm Media Developent Authority of Singapore (IMDA) | GHGP-Corporate | AR6,2026-01-01,
296,ict,virtual_machine_general_purpose,,0.000533,kgCO2e/Instance-hour,"Virtual Machine - General Purpose | Represents the emission factor associated with the use of virtual machines with balanced compute, memory, and networking resources commonly used for general workloads such as web hosting and application development. The value is represented as per instance-hour.  The value is calculated based on the typical infrastructure used to support such services, localized",SEFR (netzerohub.sg) | Infocomm Media Developent Authority of Singapore (IMDA) | GHGP-Corporate | AR6,2026-01-01,
297,ict,cloud_storage_hot_tier,,0.000034,kgCO2e/copy-GB-month,"Cloud Storage - Hot Tier | Represents the emission factor associated with the use of cloud storage designed for data that is frequently accessed and requires low-latency retrieval. The value is calculated based on the typical infrastructure used to support such services, local GEF, as well as PUE based on market allocation. The value also includes the average scope 1 emission associated with the l",SEFR (netzerohub.sg) | Infocomm Media Developent Authority of Singapore (IMDA) | GHGP-Corporate | AR6,2026-01-01,
298,ict,virtual_machine_compute_optimized,,0.004230,kgCO2e/Instance-hour,"Virtual Machine - Compute Optimized | Represents the emission factor associated with virtual machines used for compute-intensive workloads that rely on high-performance processors. Typical workload examples include batch processing, media transcoding, and dedicated game servers. The value is represented as per instance-hour. The value is calculated based on the typical infrastructure used to suppo",SEFR (netzerohub.sg) | Infocomm Media Developent Authority of Singapore (IMDA) | GHGP-Corporate | AR6,2026-01-01,
299,ict,cloud_storage_cold_tier,,0.000009,kgCO2e/copy-GB-month,"Cloud Storage - Cold Tier | Represents the emission factor associated with the use of cloud storage designed for data that is infrequently accessed and optimised for long-term, low-cost storage.The value is represented as per GB per copy/replica per month. The value is calculated based on the typical infrastructure used to support such services, local GEF, as well as PUE based on market allocation",SEFR (netzerohub.sg) | Infocomm Media Developent Authority of Singapore (IMDA) | GHGP-Corporate | AR6,2026-01-01,
300,transport,internal_combustion_engine_ice_car,,0.173200,kgCO2e/person-km,Internal Combustion Engine (ICE) Car | Tank-to-wheel emission factor for ICE cars in Singapore assuming an average car occupancy rate of 1.4. | Boundary incl: Use phase of the ICE car (i.e. combustion emissions) | excl: The emission factors represent combustion emissions only (tank-to-wheel) and do not include upstream emissions.,"SEFR (netzerohub.sg) | Ministry of Transport (MOT), Singapore | ISO 14040 & 14044 | AR5",2024-01-01,
301,transport,train,,0.014800,kgCO2e/person-km,Train | The train emission factor is calculated based on train traction energy consumption from Singapore's rail network and the national GEF. | Boundary incl: Use phase of the train (i.e. grid emissions) | excl: The emission factors were derived based on electricity consumption in the use phase and do not include upstream emissions.,"SEFR (netzerohub.sg) | Ministry of Transport (MOT), Singapore |  A Corporate Accounting and Reporting Standard | AR5",2024-01-01,
302,transport,public_bus,,0.073700,kgCO2e/person-km,"Public Bus | The public bus emissions factor is calculated based on the existing composition of LTA’s public bus fleet in 2022, which comprises primarily diesel buses, and a number of e-buses and diesel hybrid buses (DHBs). As LTA transits to a 100% cleaner energy bus fleet by 2040, the public bus emissions factor will decrease. The emission factors of e-buses, DHBs and diesel buses are 0.04, 0.06","SEFR (netzerohub.sg) | Ministry of Transport (MOT), Singapore |  A Corporate Accounting and Reporting Standard | AR5",2024-01-01,
303,transport,hybrid_car,,0.134300,kgCO2e/person-km,Hybrid Car | Tank-to-wheel emission factor for hybrid cars in Singapore assuming an average car occupancy rate of 1.4. | Boundary incl: Use phase of the hybrid car (i.e. combustion emissions) | excl: The emission factors represent combustion emissions only (tank-to-wheel) and do not include upstream emissions.,"SEFR (netzerohub.sg) | Ministry of Transport (MOT), Singapore | ISO 14040 & 14044 | AR5",2024-01-01,
304,transport,battery_electric_car,,0.061800,kgCO2e/person-km,"Battery Electric Car | Tank-to-wheel emission factor for battery electric cars in Singapore assuming an average car occupancy rate of 1.4.

MOT had previously announced in 2022 that emissions from a battery electric car were approximately half that of an ICE car. This was derived from equipment manufacturer specifications, which may have been based on other countries’ GEFs. Upon taking into accoun","SEFR (netzerohub.sg) | Ministry of Transport (MOT), Singapore | ISO 14040 & 14044 | AR5",2024-01-01,
305,grid,upstream_fugitive_methane_emissions_factor,,0.002020,kgCO2e/kWh,"Upstream Fugitive Methane Emissions Factor | undefined | Boundary incl: The MEF measures the fugitive methane emission associated with fuel extraction, processing, liquefaction, transportation and re-gasification of natural gas. | excl: ","SEFR (netzerohub.sg) | Energy Market Authority (EMA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2022-01-01,
306,grid,upstream_fugitive_methane_emissions_factor,,0.002120,kgCO2e/kWh,"Upstream Fugitive Methane Emissions Factor | undefined | Boundary incl: The MEF measures the fugitive methane emission associated with fuel extraction, processing, liquefaction, transportation and re-gasification of natural gas. | excl: ","SEFR (netzerohub.sg) | Energy Market Authority (EMA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2020-01-01,
307,grid,operating_margin_grid_emissions_factor,,0.409000,kgCO2e/kWh,Operating Margin Grid Emissions Factor | This datapoint includes carbon dioxide (CO2) only. | Boundary incl: The OM GEF measures the amount of emissions associated with the combustion of fuel within the power plant facility. | excl: ,"SEFR (netzerohub.sg) | Energy Market Authority (EMA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2021-01-01,
308,grid,upstream_fugitive_methane_emissions_factor,,0.002070,kgCO2e/kWh,"Upstream Fugitive Methane Emissions Factor | undefined | Boundary incl: The MEF measures the fugitive methane emission associated with fuel extraction, processing, liquefaction, transportation and re-gasification of natural gas. | excl: ","SEFR (netzerohub.sg) | Energy Market Authority (EMA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2023-01-01,
309,grid,operating_margin_grid_emissions_factor,,0.417000,kgCO2e/kWh,Operating Margin Grid Emissions Factor | This datapoint includes carbon dioxide (CO2) only. | Boundary incl: The OM GEF measures the amount of emissions associated with the combustion of fuel within the power plant facility. | excl: ,"SEFR (netzerohub.sg) | Energy Market Authority (EMA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2022-01-01,
310,grid,operating_margin_grid_emissions_factor,,0.407000,kgCO2e/kWh,Operating Margin Grid Emissions Factor | This datapoint includes carbon dioxide (CO2) only. | Boundary incl: The OM GEF measures the amount of emissions associated with the combustion of fuel within the power plant facility. | excl: ,"SEFR (netzerohub.sg) | Energy Market Authority (EMA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2020-01-01,
311,grid,upstream_fugitive_methane_emissions_factor,,0.002100,kgCO2e/kWh,"Upstream Fugitive Methane Emissions Factor | undefined | Boundary incl: The MEF measures the fugitive methane emission associated with fuel extraction, processing, liquefaction, transportation and re-gasification of natural gas. | excl: ","SEFR (netzerohub.sg) | Energy Market Authority (EMA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2021-01-01,
312,grid,operating_margin_grid_emissions_factor,,0.412000,kgCO2e/kWh,Operating Margin Grid Emissions Factor | This datapoint includes carbon dioxide (CO2) only. | Boundary incl: The OM GEF measures the amount of emissions associated with the combustion of fuel within the power plant facility. | excl: ,"SEFR (netzerohub.sg) | Energy Market Authority (EMA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2023-01-01,
313,water,potable_water_and_newater,,0.566200,kgCO2e/m3,"Potable Water and NEWater | Singapore Water Emission Intensity is based on the Scope 1 and 2 emissions of Singapore’s Water Sector. This includes Scope 1 and 2 emissions from PUB facilities, aligned to PUB’s GreenGov.SG reporting submissions. It also includes Scope 1 and 2 emissions from NEWater and Desalination Design, Build, Own and Operate (DBOO) facilities, and Scope 1 emissions from sludge in","SEFR (netzerohub.sg) | Public Utilities Board (PUB), Singapore |  A Corporate Accounting and Reporting Standard | AR5",2023-04-01,
314,waste,textile,WtE,1.479127,kgCO2e/kg,"Incineration of textile waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
315,waste,plastics,WtE,2.762461,kgCO2e/kg,"Incineration of  plastics waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
316,waste,rubber_and_leather,WtE,2.076061,kgCO2e/kg,"Incineration of rubber and leather waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
318,waste,wood_products,WtE,1.570794,kgCO2e/kg,"Incineration of wood products waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
319,waste,other,WtE,0.111461,kgCO2e/kg,"Incineration of other waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
320,waste,glass,WtE,0.012461,kgCO2e/kg,"Incineration of glass waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
321,waste,metal,WtE,0.012461,kgCO2e/kg,"Incineration of metal waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
322,waste,paper_cardboard,WtE,1.530461,kgCO2e/kg,"Incineration of paper/cardboard waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
323,waste,garden_and_park,WtE,0.731127,kgCO2e/kg,"Incineration of garden and park waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
324,waste,nappies,WtE,1.039127,kgCO2e/kg,"Incineration of nappies waste | Calculated based on 2006 IPCC Guidelines for National Greenhouse Gas Inventories | Boundary incl: Only considers emissions released from waste incineration. | excl: Excludes use stage and transport of waste, and ash to landfill","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
8,waste,plastics,WtE,2.762461,tCO2e/t,"Incineration of plastics waste | Calculated based on 2006 IPCC Guidelines | Boundary incl: Only considers emissions released from waste incineration | excl: Excludes use stage and transport of waste, and ash to landfill | Fossil-origin carbon - counts in full under NEA carbon-tax reporting.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
1,fuel,diesel,,2.678000,kgCO2e/L,"Diesel 2.678 kgCO2e/L. SEFR publishes the equivalent as Combustion of Gas / Diesel Oil = 3196.749 kgCO2e/tonne (2024). Converting to a per-litre basis needs a stated diesel density (approx 0.845 kg/L gives 2.701 kgCO2e/L). UNRESOLVED: adopt the SEFR-derived 2.701 with the density stated, or keep 2.678. Difference is 0.9 percent.","SEFR (netzerohub.sg) - Combustion of Gas / Diesel Oil, 3196.749 kgCO2e/t | NEA | 2006 IPCC Guidelines | AR5",2026-07-24,
2,grid,sg_grid,,0.402000,kgCO2e/kWh,"Singapore average Grid Emission Factor 0.402 kgCO2/kWh for year 2024. EMA verbatim: ""Singapore average GEF decreased from 0.412 kg CO2/kWh in 2023 to 0.402 kg CO2/kWh in 2024."" GEF covers all grid-connected generation including waste-to-energy and solar. NOTE: SEFR publishes Operating Margin, a different metric - do not substitute it.","EMA Singapore Energy Statistics 2025, Chapter 2: Energy Transformation, Grid Emission Factor. Verified 5 Aug 2026.",2024-01-01,
