id,card_date,driver_id,field_key,old_value,new_value,actor,at
1,2026-07-30,5,trip:46:tonnage,0,10,admin,2026-07-30 20:48:58.274175+00
2,2026-07-30,5,trip:46:tonnage,0,0,admin,2026-07-30 20:49:08.034225+00
3,2026-07-30,5,trip:46:tonnage,0,10,admin,2026-07-30 20:49:13.178649+00
4,2026-07-30,5,trip:46:tonnage,0,0,admin,2026-07-30 20:51:38.874579+00
5,2026-07-30,5,trip:46:tonnage,0,03,admin,2026-07-30 20:51:45.521091+00
6,2026-07-30,5,trip:46:tonnage,0,0,admin,2026-07-30 20:51:49.200841+00
