do_no,source,job_no,do_date,do_type,trip_type,site_id,vessel_name,berth,vehicle_id,driver_id,job_type,waste_type,bin_in,bin_out,vol_cat_a,vol_cat_b,vol_cat_c,vol_cat_d,vol_cat_e,vol_cat_f,vol_total_m3,gross_kg,tare_kg,net_kg,weigh_ticket_no,weigh_location,weight_source,gps_lat,gps_lng,gps_accuracy_m,gps_captured_at,photo_do_ref,photo_sig_ref,photo_weigh_ref,receipt_ref,disposal_facility,xero_invoice_id,backfill_notes,synced_at,sludge_requested_t,sludge_actual_t,dispose_to,vol_cat_i,vol_other_m3,other_desc,vol_oily_rags_m3,vol_expired_med_m3,bin_qty,voyage_no,claim_state,bin_in_raw,bin_out_raw
WB-LR23819,backfill,,2026-07-27,,,STE_002,,,XE2665H,,,Wood Waste,,,,,,,,,,22260.0,15750.0,6510.0,LR23819,,weighbridge,,,,,,,,,,,WB ticket LR23819; remark St Gul; bin 8000; 13:59:42-13:59:42,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24249,backfill,,2026-08-18,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,20360.0,14240.0,6120.0,LR24249,,weighbridge,,,,,,,,,,,WB ticket LR24249; remark St Benoi; bin 6002; 15:15:36-15:15:36,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24296,backfill,,2026-08-20,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18350.0,14180.0,4170.0,LR24296,,weighbridge,,,,,,,,,,,WB ticket LR24296; remark St Gul; bin 6005; 13:33:53-13:33:53,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23813,backfill,,2026-07-27,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,21550.0,14250.0,7300.0,LR23813,,weighbridge,,,,,,,,,,,WB ticket LR23813; remark St Benoi; bin 6001; 10:04:48-10:04:48,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23766,backfill,,2026-07-23,,,STE_004,,,XE8496P,,,General Waste,,,,,,,,,,17960.0,14250.0,3710.0,LR23766,,weighbridge,,,,,,,,,,,WB ticket LR23766; remark 61A Tuas Nexus; bin 5106; 13:31:29-13:31:29,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23398,backfill,,2026-07-01,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17380.0,14240.0,3140.0,LR23398,,weighbridge,,,,,,,,,,,WB ticket LR23398; remark St Benoi; bin 6000; 10:39:03-10:39:03,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24105,backfill,,2026-08-11,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,18100.0,14100.0,4000.0,LR24105,,weighbridge,,,,,,,,,,,WB ticket LR24105; remark St Benoi; bin 6003; 11:39:15-11:39:15,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24079,backfill,,2026-08-08,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18180.0,14240.0,3940.0,LR24079,,weighbridge,,,,,,,,,,,WB ticket LR24079; remark St Gul; bin 6005; 11:45:49-11:45:49,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23870,backfill,,2026-07-29,,,STE_004,,,XE5457Y,,,General Waste,,,,,,,,,,18410.0,14670.0,3740.0,LR23870,,weighbridge,,,,,,,,,,,WB ticket LR23870; remark 61A Tuas Nexus; bin 5232; 15:02:26-15:02:26,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23528,backfill,,2026-07-09,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19120.0,14240.0,4880.0,LR23528,,weighbridge,,,,,,,,,,,WB ticket LR23528; remark St Gul; bin 6006; 09:18:35-09:18:35,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24064,backfill,,2026-08-07,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19110.0,14320.0,4790.0,LR24064,,weighbridge,,,,,,,,,,,WB ticket LR24064; remark St Benoi; bin 6001; 10:52:41-10:52:41,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24319,backfill,,2026-08-21,,,STE_004,,,XE5457Y,,,General Waste,,,,,,,,,,18560.0,14380.0,4180.0,LR24319,,weighbridge,,,,,,,,,,,WB ticket LR24319; remark 61A Tuas Nexus; bin 5203; 16:42:08-16:42:08,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24281,backfill,,2026-08-19,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,20130.0,14180.0,5950.0,LR24281,,weighbridge,,,,,,,,,,,WB ticket LR24281; remark St Gul; bin 6005; 15:31:20-15:32:33,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
24657,live,,2026-08-08,land,Exchange,GSE_001,,,XE7126P,YAO_JUN,Exchange,General Waste,,5197,,,,,,,,32170.0,14050.0,18120.0,LR112,,weighbridge,,,,,msk6i1jx-DO-234-1.jpg,,,,,,"app_trip_id=131 | bin_photos=msk6i0qg-BININ-234-1.jpg
msk6i193-BINOUT-234-1.jpg
msk6i1ez-BINOUT-234-2.jpg | bin_in_raw=L51 | job_no=234",2026-08-15 10:05:17.331+00,,,,,,,,,,,UNASSIGNED,L51,
APP-T125,live,,2026-08-08,land,Exchange,CAL_001,,,,SATHISH,Exchange,General Waste,,5116,,,,,,,,17340.0,14310.0,3030.0,LR105,,weighbridge,,,,,msjy7dtq-DO-8-1.jpg,msjy7dy1-SIG-8-1.jpg,,,,,"app_trip_id=125 | dispose_to=Lirich Resources Pte Ltd | bin_photos=msjy7deg-BININ-8-1.jpg
msjy7doz-BINOUT-8-1.jpg | vehicle_raw=2234 | bin_in_raw=L807 | job_no=8",2026-08-08 05:44:17.323+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,L807,
WB-LR23997,backfill,,2026-08-04,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,18090.0,14280.0,3810.0,LR23997,,weighbridge,,,,,,,,,,,WB ticket LR23997; remark St Benoi; bin 6000; 09:28:16-09:28:16,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23545,backfill,,2026-07-09,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17100.0,14200.0,2900.0,LR23545,,weighbridge,,,,,,,,,,,WB ticket LR23545; remark St Benoi; bin 6003; 10:13:30-10:13:30,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24084,backfill,,2026-08-11,,,STE_004,,,XE5457Y,,,General Waste,,,,,,,,,,18280.0,14650.0,3630.0,LR24084,,weighbridge,,,,,,,,,,,WB ticket LR24084; remark 61A Tuas Nexus; bin 5064; 11:14:26-11:14:26,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23745,backfill,,2026-07-22,,,STE_001,,,XE2665H,,,Wood Waste,,,,,,,,,,17450.0,13950.0,3500.0,LR23745,,weighbridge,,,,,,,,,,,WB ticket LR23745; remark St Benoi; bin 6003; 14:05:46-14:05:46,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23454,backfill,,2026-07-03,,,STE_001,,,XE6221D,,,Wood Waste,,,,,,,,,,17520.0,14240.0,3280.0,LR23454,,weighbridge,,,,,,,,,,,WB ticket LR23454; remark St Benoi; bin 6000; 15:16:51-15:16:51,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23979,backfill,,2026-08-03,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17320.0,14330.0,2990.0,LR23979,,weighbridge,,,,,,,,,,,WB ticket LR23979; remark St Benoi; bin 6000; 11:43:04-11:43:04,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23453,backfill,,2026-07-03,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,21060.0,14240.0,6820.0,LR23453,,weighbridge,,,,,,,,,,,WB ticket LR23453; remark St Benoi; bin 6001; 14:23:23-14:23:23,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23452,backfill,,2026-07-02,,,STE_001,,,XE6221D,,,Wood Waste,,,,,,,,,,16930.0,14240.0,2690.0,LR23452,,weighbridge,,,,,,,,,,,WB ticket LR23452; remark St Benoi; bin 6000; 10:09:35-10:09:35,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24201,backfill,,2026-08-16,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19050.0,14320.0,4730.0,LR24201,,weighbridge,,,,,,,,,,,WB ticket LR24201; remark St Gul; bin 6006; 14:35:57-14:35:57,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24083,backfill,,2026-08-09,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,22020.0,15500.0,6520.0,LR24083,,weighbridge,,,,,,,,,,,WB ticket LR24083; remark St Gul; bin 8000; 08:30:16-08:30:16,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
26087,live,,2026-08-04,land,Exchange,POH_001,,,XE7126P,YAO_JUN,Exchange,General Waste,,5247,,,,,,,,16760.0,14050.0,2710.0,LR80,,weighbridge,,,,,msedlct2-DO-181-1.jpg,,,,,,"app_trip_id=94 | bin_photos=https://zjtvrlbyfeirnrlqgefo.supabase.co/storage/v1/object/public/do-photos/msedlcef-BININ-181-1.jpg
https://zjtvrlbyfeirnrlqgefo.supabase.co/storage/v1/object/public/do-photos/msedlco5-BINOUT-181-1.jpg | bin_in_raw=L27 | job_no=181",2026-08-04 08:08:04.894+00,,,,,,,,,,,UNASSIGNED,L27,
WB-LR24425,backfill,,2026-08-27,,,STE_001,,,XE2665H,,,General Waste,,,,,,,,,,18050.0,14050.0,4000.0,LR24425,,weighbridge,,,,,,,,,,,WB ticket LR24425; remark St Benoi; bin 6002; 10:38:15-10:38:15,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23674,backfill,,2026-07-18,,,STE_002,,,XE8496P,,,General Waste,,,,,,,,,,18100.0,14150.0,3950.0,LR23674,,weighbridge,,,,,,,,,,,WB ticket LR23674; remark St Gul; bin 6006; 11:32:46-11:32:46,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24384,backfill,,2026-08-25,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19220.0,14240.0,4980.0,LR24384,,weighbridge,,,,,,,,,,,WB ticket LR24384; remark St Gul; bin 6005; 15:11:39-15:11:39,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23397,backfill,,2026-07-01,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,18280.0,14240.0,4040.0,LR23397,,weighbridge,,,,,,,,,,,WB ticket LR23397; remark St Benoi; bin 6002; 09:51:46-09:51:46,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23930,backfill,,2026-07-31,,,STE_002,,,XE2665H,,,General Waste,,,,,,,,,,18800.0,13950.0,4850.0,LR23930,,weighbridge,,,,,,,,,,,WB ticket LR23930; remark St Gul; bin 6006; 15:22:14-15:22:14,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23759,backfill,,2026-07-24,,,STE_001,,,XE2665H,,,General Waste,,,,,,,,,,19940.0,14100.0,5840.0,LR23759,,weighbridge,,,,,,,,,,,WB ticket LR23759; remark St Benoi; bin 6001; 13:52:07-13:52:07,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23676,backfill,,2026-07-19,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18200.0,14100.0,4100.0,LR23676,,weighbridge,,,,,,,,,,,WB ticket LR23676; remark St Gul; bin 6005; 14:01:31-14:01:31,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24362,backfill,,2026-08-24,,,STE_001,,,XE2665H,,,General Waste,,,,,,,,,,18880.0,14100.0,4780.0,LR24362,,weighbridge,,,,,,,,,,,WB ticket LR24362; remark St Benoi; bin 6002; 09:46:41-09:46:41,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23564,backfill,,2026-07-13,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16500.0,14240.0,2260.0,LR23564,,weighbridge,,,,,,,,,,,WB ticket LR23564; remark St Benoi; bin 6003; 14:08:51-14:08:51,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24323,backfill,,2026-08-21,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17050.0,14240.0,2810.0,LR24323,,weighbridge,,,,,,,,,,,WB ticket LR24323; remark St Benoi; bin 6003; 14:52:59-14:52:59,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24406,backfill,,2026-08-26,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,20660.0,14240.0,6420.0,LR24406,,weighbridge,,,,,,,,,,,WB ticket LR24406; remark St Gul; bin 6006; 13:32:17-13:32:17,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23749,backfill,,2026-07-21,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19850.0,14240.0,5610.0,LR23749,,weighbridge,,,,,,,,,,,WB ticket LR23749; remark St Gul; bin 6005; 15:27:48-15:27:48,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24000,backfill,,2026-08-04,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,21030.0,14240.0,6790.0,LR24000,,weighbridge,,,,,,,,,,,WB ticket LR24000; remark St Gul; bin 6005; 11:04:48-11:04:48,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24277,backfill,,2026-08-19,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,20860.0,14240.0,6620.0,LR24277,,weighbridge,,,,,,,,,,,WB ticket LR24277; remark St Benoi; bin 6001; 14:08:03-14:08:03,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24407,backfill,,2026-08-26,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19980.0,14240.0,5740.0,LR24407,,weighbridge,,,,,,,,,,,WB ticket LR24407; remark St Gul; bin 6005; 14:15:28-14:15:28,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23996,backfill,,2026-08-04,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,18830.0,14310.0,4520.0,LR23996,,weighbridge,,,,,,,,,,,WB ticket LR23996; remark St Benoi; bin 6001; 10:14:21-10:14:21,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23757,backfill,,2026-07-24,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17820.0,14240.0,3580.0,LR23757,,weighbridge,,,,,,,,,,,WB ticket LR23757; remark St Gul; bin 6006; 11:05:44-11:05:44,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23983,backfill,,2026-08-03,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17580.0,14240.0,3340.0,LR23983,,weighbridge,,,,,,,,,,,WB ticket LR23983; remark St Gul; bin 6006; 09:12:53-09:12:53,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23962,backfill,,2026-08-02,,,STE_002,,,XE2665H,,,General Waste,,,,,,,,,,18490.0,13950.0,4540.0,LR23962,,weighbridge,,,,,,,,,,,WB ticket LR23962; remark St Gul; bin 6005; 13:49:34-13:49:34,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
26469,live,,2026-08-18,land,Exchange,CNC_001,,,XE6221D,SATHISH,Exchange,General Waste,,5108,,,,,,,,16980.0,14310.0,2670.0,LR239,,weighbridge,,,,,msye22na-DO-413-1.jpg,,,,,,app_trip_id=283 | dispose_to=Lirich Resources Pte Ltd | bin_in_raw=L21 | job_no=413,2026-08-18 08:16:39.972+00,,,Lirich Resources Pte Ltd,,,,,,1,,UNASSIGNED,L21,
WB-LR23692,backfill,,2026-07-20,,,STE_001,,,XE2665H,,,General Waste,,,,,,,,,,21030.0,14100.0,6930.0,LR23692,,weighbridge,,,,,,,,,,,WB ticket LR23692; remark St Benoi; bin 6002; 10:42:49-10:42:49,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23543,backfill,,2026-07-11,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16500.0,14200.0,2300.0,LR23543,,weighbridge,,,,,,,,,,,WB ticket LR23543; remark St Benoi; bin 6003; 13:37:21-13:37:21,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23541,backfill,,2026-07-11,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19350.0,14150.0,5200.0,LR23541,,weighbridge,,,,,,,,,,,WB ticket LR23541; remark St Benoi; bin 6002; 15:02:48-15:02:48,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24456,backfill,,2026-08-30,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,18730.0,15200.0,3530.0,LR24456,,weighbridge,,,,,,,,,,,WB ticket LR24456; remark St Gul; bin 8000; 09:24:04-09:24:04,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
25267,live,,2026-08-12,land,Exchange,PAX_001,,,XE5457Y,KARTHIK,Exchange,General Waste,5084,5060,,,,,,,,16910.0,14380.0,2530.0,LR137,,weighbridge,,,,,mspe0cml-DO-273-1.jpg,,,,,,"app_trip_id=163 | dispose_to=Lirich Resources Pte Ltd | bin_photos=mspe0c8i-BININ-273-1.jpg
mspe0cfh-BINOUT-273-1.jpg | bin_in_raw=L22 | job_no=273",2026-08-14 17:13:35.772+00,,,Lirich Resources Pte Ltd,,,,,,1,,UNASSIGNED,L22,
APP-T432,live,,2026-08-28,land,Exchange,SAV_001,,,XE8496P,LIU,Exchange,General Waste,,5199,,,,,,,,15340.0,14160.0,1180.0,LR374,,weighbridge,,,,,,,,,,,app_trip_id=432 | bin_in_raw=L54 | job_no=574,2026-08-28 08:13:50.583+00,,,,,,,,,1,,UNASSIGNED,L54,
WB-LR23763,backfill,,2026-07-25,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18150.0,14130.0,4020.0,LR23763,,weighbridge,,,,,,,,,,,WB ticket LR23763; remark St Gul; bin 6006; 13:56:15-13:56:15,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
26095,live,,2026-08-06,land,Exchange,PAX_001,,,XE7126P,YAO_JUN,Exchange,General Waste,,5135,,,,,,,,16180.0,14140.0,2040.0,LR92,,weighbridge,,,,,msgt4na6-DO-196-1.jpg,,,,,,"app_trip_id=109 | dispose_to=Lirich Resources Pte Ltd | bin_photos=https://zjtvrlbyfeirnrlqgefo.supabase.co/storage/v1/object/public/do-photos/msgt3ekp-BININ-196-1.jpg
https://zjtvrlbyfeirnrlqgefo.supabase.co/storage/v1/object/public/do-photos/msgt3evj-BINOUT-196-1.jpg | bin_in_raw=L22 | job_no=196",2026-08-06 00:58:32.544+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,L22,
WB-LR23812,backfill,,2026-07-27,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,21550.0,14250.0,7300.0,LR23812,,weighbridge,,,,,,,,,,,WB ticket LR23812; remark St Benoi; bin 6001; 10:04:09-13:45:47,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23694,backfill,,2026-07-20,,,STE_001,,,XE2665H,,,General Waste,,,,,,,,,,20030.0,14100.0,5930.0,LR23694,,weighbridge,,,,,,,,,,,WB ticket LR23694; remark St Benoi; bin 6001; 14:21:40-14:21:40,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23603,backfill,,2026-07-13,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18100.0,14100.0,4000.0,LR23603,,weighbridge,,,,,,,,,,,WB ticket LR23603; remark St Gul; bin 6005; 16:12:32-16:12:32,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23469,backfill,,2026-07-07,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,19410.0,15290.0,4120.0,LR23469,,weighbridge,,,,,,,,,,,WB ticket LR23469; remark St Gul; bin 8000; 08:19:47-08:19:47,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
24918,live,,2026-08-27,land,,BAB_001,,,XE7126P,YAO_JUN,,General Waste,,,,,,,,,,0.0,0.0,0.0,,,weighbridge,,,,,mtbixyc8-DO-568-1.jpg,,,,,,app_trip_id=428 | bin_photos=mtbixxy4-BININ-568-1.jpg | bin_in_raw=5076 | job_no=568,2026-08-27 12:54:11.521+00,,,,,,,,,1,,UNASSIGNED,5076,
WB-LR23998,backfill,,2026-08-04,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17910.0,14270.0,3640.0,LR23998,,weighbridge,,,,,,,,,,,WB ticket LR23998; remark St Benoi; bin 6000; 10:46:19-10:46:19,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23542,backfill,,2026-07-11,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17050.0,14150.0,2900.0,LR23542,,weighbridge,,,,,,,,,,,WB ticket LR23542; remark St Benoi; bin 6003; 14:04:53-14:04:53,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23529,backfill,,2026-07-09,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,20230.0,14240.0,5990.0,LR23529,,weighbridge,,,,,,,,,,,WB ticket LR23529; remark St Gul; bin 6005; 08:31:30-08:31:30,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
26069,live,,2026-08-01,land,Delivery,YFEP_001,,,XE7126P,YAO_JUN,Delivery,General Waste,,,,,,,,,,3.0,2.0,1.0,LR56,,weighbridge,,,,,ms9rzzub-DO-120-1.jpg,,,,,,app_trip_id=63 | bin_photos=https://zjtvrlbyfeirnrlqgefo.supabase.co/storage/v1/object/public/do-photos/ms9rzzmq-BININ-120-1.jpg | bin_in_raw=5072 | job_no=120,2026-08-01 03:02:55.673+00,,,,,,,,,,,UNASSIGNED,5072,
WB-LR24077,backfill,,2026-08-08,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19130.0,14240.0,4890.0,LR24077,,weighbridge,,,,,,,,,,,WB ticket LR24077; remark St Gul; bin 6005; 13:23:01-13:23:01,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23877,backfill,,2026-07-30,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,20360.0,14250.0,6110.0,LR23877,,weighbridge,,,,,,,,,,,WB ticket LR23877; remark St Benoi; bin 6002; 14:27:04-14:27:04,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23457,backfill,,2026-07-06,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16720.0,14100.0,2620.0,LR23457,,weighbridge,,,,,,,,,,,WB ticket LR23457; remark St Benoi; bin 6002; 17:42:07-17:42:07,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23559,backfill,,2026-07-11,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17960.0,14240.0,3720.0,LR23559,,weighbridge,,,,,,,,,,,WB ticket LR23559; remark St Gul; bin 6006; 09:41:02-09:41:02,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23876,backfill,,2026-07-30,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17830.0,14250.0,3580.0,LR23876,,weighbridge,,,,,,,,,,,WB ticket LR23876; remark St Benoi; bin 6003; 13:49:43-13:49:43,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23820,backfill,,2026-07-28,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19950.0,14250.0,5700.0,LR23820,,weighbridge,,,,,,,,,,,WB ticket LR23820; remark St Benoi; bin 6002; 14:10:13-14:10:13,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24102,backfill,,2026-08-11,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18110.0,14260.0,3850.0,LR24102,,weighbridge,,,,,,,,,,,WB ticket LR24102; remark St Gul; bin 6005; 09:43:16-09:43:16,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23931,backfill,,2026-07-31,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,18150.0,14250.0,3900.0,LR23931,,weighbridge,,,,,,,,,,,WB ticket LR23931; remark St Benoi; bin 6003; 13:49:36-13:49:36,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24386,backfill,,2026-08-25,,,STE_001,,,XE2665H,,,Wood Waste,,,,,,,,,,16580.0,14050.0,2530.0,LR24386,,weighbridge,,,,,,,,,,,WB ticket LR24386; remark St Benoi; bin 6003; 15:43:03-15:43:03,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23825,backfill,,2026-07-28,,,STE_002,,,XE2665H,,,General Waste,,,,,,,,,,18060.0,14100.0,3960.0,LR23825,,weighbridge,,,,,,,,,,,WB ticket LR23825; remark St Gul; bin 6005; 14:18:48-14:18:48,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23742,backfill,,2026-07-22,,,STE_001,,,XE2665H,,,General Waste,,,,,,,,,,18930.0,14100.0,4830.0,LR23742,,weighbridge,,,,,,,,,,,WB ticket LR23742; remark St Benoi; bin 6001; 13:05:26-13:05:26,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24063,backfill,,2026-08-07,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17090.0,14280.0,2810.0,LR24063,,weighbridge,,,,,,,,,,,WB ticket LR24063; remark St Benoi; bin 6000; 10:21:16-10:21:16,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24245,backfill,,2026-08-18,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19110.0,14250.0,4860.0,LR24245,,weighbridge,,,,,,,,,,,WB ticket LR24245; remark St Gul; bin 6005; 13:50:03-13:50:03,2026-09-03 12:25:19.33149+00,,,,,,,,,,,UNASSIGNED,,
