do_no,source,job_no,do_date,do_type,trip_type,site_id,vessel_name,berth,vehicle_id,driver_id,job_type,waste_type,bin_in,bin_out,vol_cat_a,vol_cat_b,vol_cat_c,vol_cat_d,vol_cat_e,vol_cat_f,vol_total_m3,gross_kg,tare_kg,net_kg,weigh_ticket_no,weigh_location,weight_source,gps_lat,gps_lng,gps_accuracy_m,gps_captured_at,photo_do_ref,photo_sig_ref,photo_weigh_ref,receipt_ref,disposal_facility,xero_invoice_id,backfill_notes,synced_at,sludge_requested_t,sludge_actual_t,dispose_to,vol_cat_i,vol_other_m3,other_desc,vol_oily_rags_m3,vol_expired_med_m3,bin_qty,voyage_no,claim_state,bin_in_raw,bin_out_raw
WB-LR22064,backfill,,2026-04-21,,,CPH_001,,,,,,General Waste,,,,,,,,,,17210.0,14240.0,2970.0,LR22064,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:46.328066+00,,,,,,,,,,,UNASSIGNED,,
WB-LR22340,backfill,,2026-05-06,,,CPH_001,,,,,,General Waste,,,,,,,,,,16360.0,14870.0,1490.0,LR22340,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:46.389552+00,,,,,,,,,,,UNASSIGNED,,
APP-T387,live,,2026-08-26,land,Dump,NEA_001,,,,YAO_JUN,Dump,General Waste,,,,,,,,,,22670.0,14880.0,7790.0,LR334,,weighbridge,,,,,,,,,,,app_trip_id=387 | bin_photos=mt98hn0y-BIN-523-1.jpg | job_no=523,2026-08-25 22:26:10.229+00,,,,,,,,,1,,UNASSIGNED,,
STE-DS-42283,backfill,,2026-02-16,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16050.0,14150.0,1900.0,LR20807,,weighbridge,,,,,,,,,,,STE D/S form 42283 | bins: RG1 3138 / RG1 3069 | Bin 6003; DATE DISCREPANCY: form 16/02/2026 (stamp 16 FEB) but chit time-out 17/02/2026 10:40 - form date used as service date; handwritten 16050/14280 on form top - printed chit tare 14150 used,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42284,backfill,,2026-02-17,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18700.0,14300.0,4400.0,LR20808,,weighbridge,,,,,,,,,,,STE D/S form 42284 | bins: RG1 3151 / RG1 3132 | Bin 6005; form date overwritten - 17/02 per security stamp + chit,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42285,backfill,,2026-02-17,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17900.0,14280.0,3620.0,LR20809,,weighbridge,,,,,,,,,,,STE D/S form 42285 | bins: RG1 3138 / RG1 3112 / bin 6003,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42288,backfill,,2026-02-19,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16700.0,14200.0,2500.0,LR20826,,weighbridge,,,,,,,,,,,STE D/S form 42288 | bins: RG1 3138 / RG1 3137 / bin 6003 | chit Product Name blank (form = Industrial Refuse/Rubbish),2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42289,backfill,,2026-02-20,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17900.0,14180.0,3720.0,LR20827,,weighbridge,,,,,,,,,,,STE D/S form 42289 | bins: RG1 3151 / RG1 3136 / bin 6003,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42290,backfill,,2026-02-20,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,21060.0,14300.0,6760.0,LR20828,,weighbridge,,,,,,,,,,,STE D/S form 42290 | bins: RG1 3132 / RG1 3137 / bin 6005,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42294,backfill,,2026-02-21,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19680.0,14230.0,5450.0,LR20830,,weighbridge,,,,,,,,,,,STE D/S form 42294 | bins: RG1 3136 / RG1 3132 / bin 6003,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42295,backfill,,2026-02-21,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19700.0,14200.0,5500.0,LR20831,,weighbridge,,,,,,,,,,,STE D/S form 42295 | bins: RG1 3137 / RG1 3112 / bin 6005,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42297,backfill,,2026-02-22,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18600.0,14250.0,4350.0,LR20834,,weighbridge,,,,,,,,,,,STE D/S form 42297 | bins: RG1 3151 / RG1 3132 / bin 6003,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42298,backfill,,2026-02-22,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18050.0,14300.0,3750.0,LR20835,,weighbridge,,,,,,,,,,,STE D/S form 42298 | bins: RG1 3112 / RG1 3137 / bin 6005,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42300,backfill,,2026-02-22,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16380.0,14180.0,2200.0,LR20838,,weighbridge,,,,,,,,,,,STE D/S form 42300 | bins: RG1 3112 / RG1 3137 / bin 6003 | third trip same date 22/02 (matches chit times),2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42301,backfill,,2026-02-23,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17880.0,13240.0,4640.0,LR20841,,weighbridge,,,,,,,,,,,STE D/S form 42301 | bins: RG1 3137 / RG1 3138 / bin 6006 | form TO line has Guan Peng Hardware crossed out; Steel Scrap box has crossed-out mark - Industrial Refuse ticked; collector Karthik,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42302,backfill,,2026-02-23,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17600.0,14240.0,3360.0,LR20842,,weighbridge,,,,,,,,,,,STE D/S form 42302 | bins: RG3 3002 / RG1 3151 / bin 6005,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42308,backfill,,2026-02-24,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17390.0,14240.0,3150.0,LR20847,,weighbridge,,,,,,,,,,,STE D/S form 42308 | bins: RG3 3002 / RG1 3137 / bin 6006,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42309,backfill,,2026-02-24,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18990.0,14240.0,4750.0,LR20848,,weighbridge,,,,,,,,,,,STE D/S form 42309 | bins: RG1 3151 / RG1 3138 / bin 6005,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42313,backfill,,2026-02-25,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17810.0,14240.0,3570.0,LR20954,,weighbridge,,,,,,,,,,,STE D/S form 42313 | bins: RG7 3006 / RG7 3007 / bin 6006,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42315,backfill,,2026-02-26,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16880.0,14240.0,2640.0,LR21083,,weighbridge,,,,,,,,,,,STE D/S form 42315 | bins: RG7 3006 / RG7 3007 / bin 6006,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42319,backfill,,2026-02-26,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17570.0,14240.0,3330.0,LR21084,,weighbridge,,,,,,,,,,,STE D/S form 42319 | bins: RG1 3151 / RG1 3112 / bin 6005,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42321,backfill,,2026-02-27,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17450.0,14240.0,3210.0,LR21103,,weighbridge,,,,,,,,,,,STE D/S form 42321 | bins: RG1 3137 / RG1 3136 / bin 6006,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42328,backfill,,2026-02-28,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17760.0,14240.0,3520.0,LR21106,,weighbridge,,,,,,,,,,,STE D/S form 42328 | bins: RG7 3007 / RG7 3006 / bin 6006,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42329,backfill,,2026-02-28,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17450.0,14240.0,3210.0,LR21107,,weighbridge,,,,,,,,,,,STE D/S form 42329 | bins: RG1 3136 / RG1 3137 / bin 6005,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42216,backfill,,2026-02-01,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,19160.0,15420.0,3740.0,LR20468,,weighbridge,,,,,,,,,,,STE D/S form 42216 | bins: RGI 3141? / RGI 3112 / bin 8000 | First bin ref handwritten 31H1 unclear - read as 3141?; chit date/time 01/02/2026 09:01 matches form,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42228,backfill,,2026-02-03,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,19830.0,15420.0,4410.0,LR20514,,weighbridge,,,,,,,,,,,STE D/S form 42228 | bins: RGI 3145 / RGI 3137 / bin 8000 | Chit 03/02/2026 15:29 matches form,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42240,backfill,,2026-02-06,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,19280.0,15390.0,3890.0,LR20703,,weighbridge,,,,,,,,,,,STE D/S form 42240 | bins: RGI 3132 / RGI 3136 / bin 8000 | Chit 06/02/2026 14:21 matches form,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42243,backfill,,2026-02-07,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,18910.0,15520.0,3390.0,LR20709,,weighbridge,,,,,,,,,,,STE D/S form 42243 | bins: RGI 3069 / RGI 3145 / bin 8000 | Chit 07/02/2026 13:42 matches form,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
APP-T388,live,,2026-08-26,land,Dump,,,,,YAO_JUN,Dump,General Waste,,,,,,,,,,19570.0,15130.0,4440.0,LR335,,weighbridge,,,,,,,,,,,app_trip_id=388 | bin_photos=mt98jelp-BIN-526-1.jpg | job_no=526,2026-08-25 22:27:28.5+00,,,,,,,,,1,,UNASSIGNED,,
APP-T90,live,,2026-08-04,land,Exchange,ENGL_001,,,XE7126P,YAO_JUN,Exchange,General Waste,5203,5079,,,,,,,,17460.0,14100.0,3360.0,LR75,,weighbridge,,,,,msdq194p-DO-161-1.jpg,,,,,,"app_trip_id=90 | bin_photos=https://zjtvrlbyfeirnrlqgefo.supabase.co/storage/v1/object/public/do-photos/msdq18ru-BININ-161-1.jpg
https://zjtvrlbyfeirnrlqgefo.supabase.co/storage/v1/object/public/do-photos/msdq190m-BINOUT-161-1.jpg | job_no=161",2026-08-03 21:08:57.564+00,,,,,,,,,,,UNASSIGNED,,
APP-T122,live,,2026-08-08,land,Exchange,HAI_001,,,XE5457Y,KARTHIK,Exchange,General Waste,,,,,,,,,,,,,,,volume_est,,,,,msjw0wwq-DO-232-1.jpg,,,,,,app_trip_id=122 | dispose_to=Lirich Resources Pte Ltd | job_no=232,2026-08-08 04:42:43.968+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
STE-DS-42291,backfill,,2026-02-20,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,18450.0,15250.0,3200.0,LR20829,,weighbridge,,,,,,,,,,,STE D/S form 42291 | bins: RGI 3112 / RGI 3136 / bin 8000 | Chit 20/02/2026 15:34 matches form; gross/tare also handwritten on form (18450/15250) matching chit,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42299,backfill,,2026-02-22,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,18900.0,15080.0,3820.0,LR20837,,weighbridge,,,,,,,,,,,STE D/S form 42299 | bins: RGI 3138 / RGI 3132 / bin 8000 | Chit 22/02/2026 10:41 matches form,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42314,backfill,,2026-02-25,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,20260.0,15200.0,5060.0,LR20955,,weighbridge,,,,,,,,,,,STE D/S form 42314 | bins: RGI 3137 / bin 8000 | Only one bin ref on form; chit 25/02/2026 18:00 matches form; driver Karthik,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42323,backfill,,2026-02-27,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,18560.0,15200.0,3360.0,LR21104,,weighbridge,,,,,,,,,,,STE D/S form 42323 | bins: RGI 3137 / bin 8000 | Only one bin ref on form; chit 27/02/2026 11:12 matches form; driver Karthik,2026-08-01 02:08:00.64993+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22022,backfill,,2026-03-02,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,21170.0,14280.0,6890.0,LR21156,,weighbridge,,,,,,,,,,,STE D/S form 22022 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22023,backfill,,2026-03-02,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,18670.0,14240.0,4430.0,LR21157,,weighbridge,,,,,,,,,,,STE D/S form 22023 | bins: 6002,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22027,backfill,,2026-03-03,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19210.0,14240.0,4970.0,LR21186,,weighbridge,,,,,,,,,,,STE D/S form 22027 | bins: 6001 | form date handwritten 03/02/2026; chit + security stamp = 03/03/2026; chit date used,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22033,backfill,,2026-03-04,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19180.0,14240.0,4940.0,LR21216,,weighbridge,,,,,,,,,,,STE D/S form 22033 | bins: 6002,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22034,backfill,,2026-03-05,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,20680.0,14240.0,6440.0,LR21234,,weighbridge,,,,,,,,,,,STE D/S form 22034 | bins: 6001 | form bin scribble also shows faint 6002; chit bin 6001 used,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22038,backfill,,2026-03-06,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,18790.0,14230.0,4560.0,LR21260,,weighbridge,,,,,,,,,,,STE D/S form 22038 | bins: 6001 | form bin ref overwritten/unclear (6003? crossed); chit bin 6001 used,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22040,backfill,,2026-03-06,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19230.0,14260.0,4970.0,LR21262,,weighbridge,,,,,,,,,,,STE D/S form 22040 | bins: 6002,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
22629,backfill,,2026-03-02,,,INV_001,,,,LIU,Exchange,General Waste,,,,,,,,,,,,1840.0,,,invoice,,,,,,,,,,,OTC schedule Mar 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:01:36.021927+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
STE-DS-22043,backfill,,2026-03-09,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,20460.0,14060.0,6400.0,LR21305,,weighbridge,,,,,,,,,,,STE D/S form 22043 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22046,backfill,,2026-03-10,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,18500.0,14050.0,4450.0,LR21331,,weighbridge,,,,,,,,,,,STE D/S form 22046 | bins: 6002,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22048,backfill,,2026-03-11,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19810.0,14210.0,5600.0,LR21345,,weighbridge,,,,,,,,,,,STE D/S form 22048 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22052,backfill,,2026-03-13,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19050.0,14050.0,5000.0,LR21381,,weighbridge,,,,,,,,,,,STE D/S form 22052 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22055,backfill,,2026-03-13,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,18860.0,14060.0,4800.0,LR21380,,weighbridge,,,,,,,,,,,STE D/S form 22055 | bins: 6002,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22059,backfill,,2026-03-16,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19060.0,14240.0,4820.0,LR21437,,weighbridge,,,,,,,,,,,STE D/S form 22059 | bins: 6001 | handwritten jot on form (serial 22786; 18060/3820) differs from printed chit; chit authoritative,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22060,backfill,,2026-03-16,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,20540.0,14240.0,6300.0,LR21441,,weighbridge,,,,,,,,,,,STE D/S form 22060 | bins: 6002 | handwritten jot on form (serial 22796; 19340/5100) differs from printed chit; chit authoritative,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22063,backfill,,2026-03-17,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19700.0,14240.0,5460.0,LR21461,,weighbridge,,,,,,,,,,,STE D/S form 22063 | bins: 6001 | handwritten jot on form (serial 22794; 18700/14240/4460) differs from printed chit; chit authoritative,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22066,backfill,,2026-03-18,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,18840.0,14240.0,4600.0,LR21479,,weighbridge,,,,,,,,,,,STE D/S form 22066 | bins: 6002 | handwritten jot on form (serial 22800?; 17840/14240/3600) differs from printed chit; chit authoritative,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22071,backfill,,2026-03-19,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19040.0,14240.0,4800.0,LR21499,,weighbridge,,,,,,,,,,,STE D/S form 22071 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22073,backfill,,2026-03-20,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19690.0,14240.0,5450.0,LR21510,,weighbridge,,,,,,,,,,,STE D/S form 22073 | bins: 6002 | handwritten jot on form (serial 23057; 18490/14240/4250) differs from printed chit; chit authoritative; bin from chit (form bin not clearly written),2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22076,backfill,,2026-03-23,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19680.0,14250.0,5430.0,LR21539,,weighbridge,,,,,,,,,,,STE D/S form 22076 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22077,backfill,,2026-03-23,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19750.0,14250.0,5500.0,LR21542,,weighbridge,,,,,,,,,,,STE D/S form 22077 | bins: 6002 | form date day illegible/blank (__/03/2026); date from chit + security stamp 23 MAR 2026,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22083,backfill,,2026-03-24,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,20030.0,14250.0,5780.0,LR21579,,weighbridge,,,,,,,,,,,STE D/S form 22083 | bins: 6001 | no bin ref written on form; bin 6001 from chit,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22086,backfill,,2026-03-25,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19670.0,14250.0,5420.0,LR21588,,weighbridge,,,,,,,,,,,STE D/S form 22086 | bins: 6002,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22088,backfill,,2026-03-26,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19890.0,14250.0,5640.0,LR21632,,weighbridge,,,,,,,,,,,STE D/S form 22088 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22090,backfill,,2026-03-27,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,19820.0,14250.0,5570.0,LR21643,,weighbridge,,,,,,,,,,,STE D/S form 22090 | bins: 6002,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22094,backfill,,2026-03-27,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,18570.0,14250.0,4320.0,LR21649,,weighbridge,,,,,,,,,,,STE D/S form 22094 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22096,backfill,,2026-03-30,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,20400.0,14240.0,6160.0,LR21684,,weighbridge,,,,,,,,,,,STE D/S form 22096 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22100,backfill,,2026-03-30,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,20360.0,14240.0,6120.0,LR21690,,weighbridge,,,,,,,,,,,STE D/S form 22100 | bins: 6002,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22105,backfill,,2026-03-31,,,STE_001,,,XE5457Y,,,General Waste,,,,,,,,,,18340.0,14240.0,4100.0,LR21705,,weighbridge,,,,,,,,,,,STE D/S form 22105 | bins: 6001,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22024,backfill,,2026-03-02,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16840.0,14490.0,2350.0,LR21160,,weighbridge,,,,,,,,,,,STE D/S form 22024 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22025,backfill,,2026-03-02,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,21570.0,15690.0,5880.0,LR21164,,weighbridge,,,,,,,,,,,STE D/S form 22025 | bins: 8005 | DS handwritten bin ref partly unclear (reads BIN-8005); chit bin 8005; handwritten figures 20470/4780 on form,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22031,backfill,,2026-03-03,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16610.0,14320.0,2290.0,LR21188,,weighbridge,,,,,,,,,,,STE D/S form 22031 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42405,backfill,,2026-03-09,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18810.0,14240.0,4570.0,LR21303,,weighbridge,,,,,,,,,,,STE D/S form 42405 | bins: RG7 3006; RG7 3007; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22036,backfill,,2026-03-05,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16980.0,14430.0,2550.0,LR21235,,weighbridge,,,,,,,,,,,STE D/S form 22036 | bins: 6003 | DS date handwritten year looks like 2024; chit + security stamp = 05/03/2026 (chit date used),2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22039,backfill,,2026-03-06,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16630.0,14480.0,2150.0,LR21258,,weighbridge,,,,,,,,,,,STE D/S form 22039 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22042,backfill,,2026-03-09,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16900.0,14100.0,2800.0,LR21300,,weighbridge,,,,,,,,,,,STE D/S form 22042 | bins: 6003 | DS also lists bin refs BBO-0721/RB3-0427/RB1-0819 in tender box,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22044,backfill,,2026-03-09,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,18870.0,15070.0,3800.0,LR21306,,weighbridge,,,,,,,,,,,STE D/S form 22044 | bins: 8000 | handwritten figures ~17870/15070 on form; chit authoritative,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22047,backfill,,2026-03-10,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17500.0,14200.0,3300.0,LR21328,,weighbridge,,,,,,,,,,,STE D/S form 22047 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22054,backfill,,2026-03-12,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17140.0,14040.0,3100.0,LR21371,,weighbridge,,,,,,,,,,,STE D/S form 22054 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22057,backfill,,2026-03-16,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17020.0,14240.0,2780.0,LR21440,,weighbridge,,,,,,,,,,,STE D/S form 22057 | bins: 6003 | DS handwritten bin ref unclear (600820?); chit bin 6003; handwritten 14240/1780 on form,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22065,backfill,,2026-03-17,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16860.0,14240.0,2620.0,LR21463,,weighbridge,,,,,,,,,,,STE D/S form 22065 | bins: 6003 | handwritten 15860/14240/1620 on form differ slightly; chit authoritative,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22068,backfill,,2026-03-18,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16300.0,14240.0,2060.0,LR21484,,weighbridge,,,,,,,,,,,STE D/S form 22068 | bins: 6003 | DS date digit unclear (18?); pencil note 19/03/26 14:30 on form; chit 18/03/2026 14:38 used; handwritten bin 6083? = 6003 per chit,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22072,backfill,,2026-03-19,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16480.0,14240.0,2240.0,LR21500,,weighbridge,,,,,,,,,,,STE D/S form 22072 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22075,backfill,,2026-03-20,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16720.0,14240.0,2480.0,LR21511,,weighbridge,,,,,,,,,,,STE D/S form 22075 | bins: 6003 | handwritten 15720/14240/1480 on form differ; chit authoritative,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
